1.png, Put food on the plate .
1825.png,Turn on the tap and wash your hands .
1826.png,Turn on the tap and wash your hands .
1828.png,food cooked on the stovetop .
1829.png,food cooked on the stovetop .
1830.png,food cooked on the stovetop .
1831.png,food cooked on the stovetop .
1832.png,food cooked on the stovetop .
1835.png,Turn on the tap to wash the kitchenware .
1836.png,Turn on the tap to wash the kitchenware .
1837.png,food cooked on the stovetop .
1838.png,food cooked on the stovetop .
1839.png,food cooked on the stovetop .
1840.png,food cooked on the stovetop .
1841.png,food cooked on the stovetop .
1842.png,food cooked on the stovetop .
1843.png,food cooked on the stovetop .
1844.png,food cooked on the stovetop .
1845.png,food cooked on the stovetop .
1846.png,food cooked on the stovetop .
1849.png,Wipe the pan clean with paper .
1850.png,Wipe the pan clean with paper .
1851.png,Wipe the pan clean with paper .
1852.png,Wipe the pan clean with paper .
1853.png,Wipe the pan clean with paper .
1854.png,Wipe the pan clean with paper .
1855.png,Wipe the pan clean with paper .
1856.png,food cooked on the stovetop .
1857.png,food cooked on the stovetop .
1858.png,food cooked on the stovetop .
1859.png,food cooked on the stovetop .
1860.png,food cooked on the stovetop .
1861.png,food cooked on the stovetop .
1862.png,food cooked on the stovetop .
1863.png,food cooked on the stovetop .
1864.png,food cooked on the stovetop .
1865.png,food cooked on the stovetop .
1866.png,food cooked on the stovetop .
1867.png,food cooked on the stovetop .
1868.png,food cooked on the stovetop .
1869.png,food cooked on the stovetop .
1870.png,food cooked on the stovetop .
1871.png,There's a lot of kitchenware on the table. .
1872.png,There's a lot of kitchenware on the table. .
1873.png,Grab the kettle on the table and pour the water .
1874.png,Grab the kettle on the table and pour the water .
1875.png,Grab the kettle on the table and pour the water .
1876.png,Grab the kettle on the table and pour the water .
1877.png,Grab the kettle on the table and pour the water .
1878.png,Grab the kettle on the table and pour the water .
1879.png,Grab the kettle on the table and pour the water .
1880.png,Filling the kettle with water from the tap .
1881.png,Filling the kettle with water from the tap .
1882.png,Filling the kettle with water from the tap .
1883.png,Filling the kettle with water from the tap .
1884.png,Filling the kettle with water from the tap .
1885.png,Filling the kettle with water from the tap .
1886.png,Filling the kettle with water from the tap .
1887.png,Filling the kettle with water from the tap .
1888.png,Filling the kettle with water from the tap .
1889.png,Filling the kettle with water from the tap .
1890.png,Filling the kettle with water from the tap .
1891.png,Boil water in a kettle .
1892.png,Boil water in a kettle .
1893.png,Boil water in a kettle .
1894.png,Boil water in a kettle .
1895.png,Boil water in a kettle .
1896.png,Boil water in a kettle .
1897.png,There's a lot of kitchenware on the table .
1898.png,Open the cupboards and take out the cooker. .
1899.png,Open the cupboards and take out the cooker. .
1900.png,Open the cupboards and take out the cooker. .
1901.png,Open the cupboards and take out the cooker. .
1902.png,Open the cupboards and take out the cooker. .
1903.png,There's a lot of kitchenware on the table .
1904.png,There's a lot of kitchenware on the table .
1905.png,There's a lot of kitchenware on the table .
1906.png,Put the pot on the stove. .
1909.png,Open the hood. .
1910.png,Switch on the power. .
1911.png,Switch on the power. .
1912.png,There's a lot of kitchenware on the table. .
1913.png,There's a lot of kitchenware on the table. .
1914.png,There's a lot of kitchenware on the table. .
1915.png,There's a lot of kitchenware on the table. .
1916.png,There's a lot of kitchenware on the table. .
1917.png,turn on the heat .
1918.png,turn on the heat .
1919.png,There's a lot of kitchenware on the table. .
1920.png,There's a lot of kitchenware on the table. .
1921.png,There's a lot of kitchenware on the table. .
1922.png,There's a lot of kitchenware on the table. .
1923.png,There's a lot of kitchenware on the table. .
1924.png,Open the cupboards and take something out. .
1925.png,Open the cupboards and take something out. .
1926.png,Open the cupboards and take something out. .
1927.png,Open the cupboards and take something out. .
1928.png,Open the cupboards and take something out. .
1929.png,There's a lot of kitchenware on the table. .
1930.png,There's a lot of kitchenware on the table. .
1931.png,There's a lot of kitchenware on the table. .
1932.png,There's a lot of kitchenware on the table. .
1933.png,There's a lot of kitchenware on the table. .
1934.png,There's a lot of kitchenware on the table. .
1935.png,Open the fridge and take something out. .
1936.png,Open the fridge and take something out. .
1937.png,Open the fridge and take something out. .
1938.png,Open the fridge and take something out. .
1939.png,Open the fridge and take something out. .
1940.png,Open the fridge and take something out. .
1941.png,Open the fridge and take something out. .
1942.png,Open the fridge and take something out. .
1943.png,Open the fridge and take something out. .
1944.png,Open the fridge and take something out. .
1945.png,Open the fridge and take something out. .
1947.png,There's a lot of kitchenware on the table. .
1948.png,There's a lot of kitchenware on the table. .
1949.png,Fill the glass with drinks. .
1950.png,Fill the glass with drinks. .
1951.png,Fill the glass with drinks. .
1952.png,Fill the glass with drinks. .
1953.png,Fill the glass with drinks. .
1954.png,Fill the glass with drinks. .
1955.png,Fill the glass with drinks. .
1956.png,Fill the glass with drinks. .
1957.png,There's a lot of kitchenware on the table. .
1958.png,Washing drink bottles at the sink .
1959.png,Washing beverage bottles at the sink .
1960.png,Cleaning drink bottles at the sink .
1961.png,Washing drink bottles by the sink .
1962.png,Washing drink bottles at the sink .
1963.png,Washing beverage bottles at the sink .
1964.png,Cleaning drink bottles at the sink .
1965.png,Washing drink bottles by the sink .
1966.png,Washing drink bottles at the sink .
1967.png,Washing beverage bottles at the sink .
1968.png,Cleaning drink bottles at the sink .
1969.png,Washing drink bottles by the sink .
1970.png,Washing drink bottles at the sink .
1971.png,Washing beverage bottles at the sink .
1972.png,Cleaning drink bottles at the sink .
1973.png,Washing drink bottles by the sink .
1974.png,Washing drink bottles at the sink .
1975.png,Washing beverage bottles at the sink .
1976.png,There's a lot of kitchenware on the table. .
1977.png,There's a lot of kitchenware on the table. .
1978.png,There's a lot of kitchenware on the table. .
1979.png,There's a lot of kitchenware on the table. .
1980.png,There's a lot of kitchenware on the table. .
1981.png,There's a lot of kitchenware on the table. .
1982.png,There's a lot of kitchenware on the table. .
1983.png,Take something out of the fridge. .
1984.png,Take something out of the fridge. .
1985.png,Take something out of the fridge. .
1987.png,Pour a drink into the glass. .
1988.png,Pour a drink into a glass. .
1989.png,Pour a drink into the cup. .
1990.png,Pour a drink into the glass. .
1991.png,Pour a drink into a glass. .
1992.png,Pour a drink into the cup. .
1993.png,Pour a drink into the glass. .
1994.png,Pour a drink into a glass. .
1995.png,Pour a drink into the cup. .
1996.png,Pour a drink into the glass. .
1997.png,Pour a drink into a glass. .
1998.png,Pour a drink into the cup. .
1999.png,Pour a drink into the glass. .
2000.png,Pour a drink into a glass. .
2001.png,Open the fridge and put something back. .
2002.png,Open the fridge and put something back. .
2003.png,Open the fridge and put something back. .
2004.png,Open the fridge and put something back. .
2005.png,Open the fridge and put something back. .
2006.png,Open the fridge and put something back. .
2007.png,Turn on the microwave. .
2008.png,Open the microwave. .
2009.png,Turn on the microwave. .
2010.png,Open the microwave. .
2011.png,Turn on the microwave. .
2012.png,Open the microwave. .
2013.png,Turn on the microwave. .
2014.png,Open the microwave. .
2015.png,Turn on the microwave. .
2016.png,Open the microwave. .
2017.png,Turn on the microwave. .
2018.png,Open the microwave. .
2019.png,There's a lot of kitchenware on the table. .
2020.png,There's a lot of kitchenware on the table. .
2024.png,There's a lot of kitchenware on the table. .
2025.png,There's a lot of kitchenware on the table. .
2026.png,There's a lot of kitchenware on the table. .
2027.png,There's a lot of kitchenware on the table. .
2028.png,There's a lot of kitchenware on the table. .
2030.png,You're holding unwrapped food. .
2031.png,You're holding unpackaged food. .
2032.png,You're holding unpackaged food in your hand. .
2033.png,You're holding unwrapped food. .
2034.png,You're holding unpackaged food. .
2035.png,You're holding unpackaged food in your hand. .
2036.png,You're holding unwrapped food. .
2037.png,You're holding unpackaged food. .
2038.png,You're holding unpackaged food in your hand. .
2039.png,You're holding unwrapped food. .
2040.png,You're holding unpackaged food. .
2041.png,You're holding unpackaged food in your hand. .
2042.png,You're holding unwrapped food. .
2043.png,You're holding unpackaged food. .
2044.png,You're holding unpackaged food in your hand. .
2045.png,You're holding unwrapped food. .
2046.png,There's a lot of kitchenware on the table. .
2047.png,There's a lot of kitchenware on the table. .
2048.png,Waiting for the water to boil, to use .
2049.png,Wait for the water to boil and then use .
2050.png,Wait for the water to boil and use .
2051.png,Wait for the water to boil and use it .
2052.png,Waiting for the water to boil, to use .
2053.png,Wait for the water to boil and then use .
2054.png,Wait for the water to boil and use .
2055.png,Wait for the water to boil and use it .
2056.png,Waiting for the water to boil, to use .
2057.png,Wait for the water to boil and then use .
2058.png,Wait for the water to boil and use .
2059.png,Wait for the water to boil and use it .
2060.png,Waiting for the water to boil, to use .
2061.png,Wait for the water to boil and then use .
2062.png,Wait for the water to boil and use .
2063.png,Wait for the water to boil and use it .
2064.png,Waiting for the water to boil, to use .
2065.png,Wait for the water to boil and then use .
2066.png,Wait for the water to boil and use .
2067.png,Wait for the water to boil and use it .
2068.png,Waiting for the water to boil, to use .
2069.png,Wait for the water to boil and then use .
2070.png,Wait for the water to boil and use .
2071.png,Wait for the water to boil and use it .
2072.png,Waiting for the water to boil, to use .
2073.png,Wait for the water to boil and then use .
2074.png,Wait for the water to boil and use .
2075.png,Wait for the water to boil and use it .
2076.png,Waiting for the water to boil, to use .
2077.png,Wait for the water to boil and then use .
2078.png,Wait for the water to boil and use .
2079.png,Wait for the water to boil and use it .
2080.png,Waiting for the water to boil, to use .
2081.png,Wait for the water to boil and then use .
2082.png,Wait for the water to boil and use .
2083.png,Wait for the water to boil and use it .
2084.png,Waiting for the water to boil, to use .
2085.png,Wait for the water to boil and then use .
2086.png,Wait for the water to boil and use .
2087.png,Wait for the water to boil and use it .
2088.png,Waiting for the water to boil, to use .
2089.png,Wait for the water to boil and then use .
2090.png,Wait for the water to boil and use .
2091.png,Wait for the water to boil and use it .
2092.png,Waiting for the water to boil, to use .
2093.png,Wait for the water to boil and then use .
2094.png,Wait for the water to boil and use .
2095.png,Wait for the water to boil and use it .
2096.png,Waiting for the water to boil, to use .
2097.png,Wait for the water to boil and then use .
2098.png,Wait for the water to boil and use .
2099.png,Wait for the water to boil and use it .
2100.png,Waiting for the water to boil, to use .
2101.png,Wait for the water to boil and then use .
2102.png,Wait for the water to boil and use .
2103.png,Wait for the water to boil and use it .
2104.png,Waiting for the water to boil, to use .
2105.png,Wait for the water to boil and then use .
2106.png,Wait for the water to boil and use .
2107.png,Wait for the water to boil and use it .
2108.png,Waiting for the water to boil, to use .
2109.png,Wait for the water to boil and then use .
2110.png,Wait for the water to boil and use .
2111.png,Wait for the water to boil and use it .
2112.png,Waiting for the water to boil, to use .
2113.png,Wait for the water to boil and then use .
2114.png,Wait for the water to boil and use .
2115.png,Wait for the water to boil and use it .
2116.png,Waiting for the water to boil, to use .
2117.png,Wait for the water to boil and then use .
2118.png,Wait for the water to boil and use .
2119.png,Wait for the water to boil and use it .
2120.png,Waiting for the water to boil, to use .
2121.png,Wait for the water to boil and then use .
2122.png,Wait for the water to boil and use .
2123.png,Wait for the water to boil and use it .
2124.png,Waiting for the water to boil, to use .
2125.png,Wait for the water to boil and then use .
2126.png,Wait for the water to boil and use .
2127.png,Wait for the water to boil and use it .
2128.png,Waiting for the water to boil, to use .
2129.png,Wait for the water to boil and then use .
2130.png,Wait for the water to boil and use .
2131.png,Wait for the water to boil and use it .
2132.png,Waiting for the water to boil, to use .
2133.png,Wait for the water to boil and then use .
2134.png,Wait for the water to boil and use .
2135.png,Wait for the water to boil and use it .
2136.png,Waiting for the water to boil, to use .
2137.png,Wait for the water to boil and then use .
2138.png,Wait for the water to boil and use .
2139.png,Wait for the water to boil and use it .
2140.png,Waiting for the water to boil, to use .
2141.png,Wait for the water to boil and then use .
2142.png,Wait for the water to boil and use .
2143.png,Wait for the water to boil and use it .
2144.png,Waiting for the water to boil, to use .
2145.png,Wait for the water to boil and then use .
2146.png,Wait for the water to boil and use .
2147.png,Wait for the water to boil and use it .
2148.png,Waiting for the water to boil, to use .
2149.png,Wait for the water to boil and then use .
2150.png,Wait for the water to boil and use .
2151.png,Wait for the water to boil and use it .
2152.png,Put the pot on the hob. .
2153.png,Pour the water into the pot. .
2154.png,Pour the water into the pot. .
2155.png,Pour the water into the pot. .
2156.png,Pour the water into the pot. .
2157.png,Pour the water into the pot. .
2158.png,Pour the water into the pot. .
2159.png,Pour the water into the pot. .
2160.png,Pour the water into the pot. .
2161.png,Pour the water into the pot. .
2162.png,Pour the water into the pot. .
2163.png,Pour the water into the pot. .
2165.png,Put the kettle on the table. .
2166.png,Put the kettle on the table. .
2168.png,Pour the food into the pan with the water. .
2169.png,Pour the food into the pan with the water. .
2170.png,Pour the food into the pan with the water. .
2171.png,Pour the food into the pan with the water. .
2172.png,Pour the food into the pan with the water. .
2173.png,Pour the food into the pan with the water. .
2178.png,Pour the seasoning into the pan .
2179.png,Pour the seasoning into the pan .
2180.png,Pour the seasoning into the pan .
2181.png,Pour the seasoning into the pan .
2208.png,Use a spoon to stir the food in the pan .
2209.png,Use a spoon to stir the food in the pan .
2210.png,Use a spoon to stir the food in the pan .
2211.png,Use a spoon to stir the food in the pan .
2212.png,Use a spoon to stir the food in the pan .
2213.png,Use a spoon to stir the food in the pan .
2214.png,Put a lid on the pot. .
2215.png,Put a lid on the pot. .
2217.png,Turn on the microwave and take out a drink .
2218.png,Turn on the microwave and pull out a drink .
2219.png,Turn on the microwave and get out a drink .
2220.png,Turn on the microwave and take out a drink .
2221.png,Turn on the microwave and pull out a drink .
2222.png,Turn on the microwave and get out a drink .
2223.png,Turn on the microwave and take out a drink .
2224.png,Turn on the microwave and pull out a drink .
2225.png,Turn on the microwave and get out a drink .
2226.png,Turn on the microwave and take out a drink .
2227.png,Turn on the microwave and pull out a drink .
2228.png,Turn on the microwave and get out a drink .
2229.png,Turn on the microwave and take out a drink .
2230.png,Turn on the microwave and pull out a drink .
2231.png,Turn on the microwave and get out a drink .
2232.png,Turn on the microwave and take out a drink .
2233.png,Turn on the microwave and pull out a drink .
2237.png,Put the food on the plate. .
2238.png,put the food on a plate .
2239.png,Put the food on the plate. .
2240.png,put the food on a plate .
2241.png,Put the food on the plate. .
2242.png,put the food on a plate .
2243.png,Put the food on the plate. .
2244.png,put the food on a plate .
2245.png,Put the food on the plate. .
2246.png,put the food on a plate .
2247.png,Put the food on the plate. .
2248.png,put the food on a plate .
2249.png,Put the food on the plate. .
2250.png,put the food on a plate .
2251.png,Put the food on the plate. .
2252.png,put the food on a plate .
2253.png,Put the food on the plate. .
2254.png,put the food on a plate .
2255.png,Put the food on the plate. .
2256.png,put the food on a plate .
2257.png,Put the food on the plate. .
2258.png,put the food on a plate .
2259.png,Put the food on the plate. .
2260.png,put the food on a plate .
2261.png,Put the food on the plate. .
2262.png,put the food on a plate .
2263.png,Put the food on the plate. .
2264.png,put the food on a plate .
2265.png,Put the food on the plate. .
2266.png,put the food on a plate .
2267.png,Put the food on the plate. .
2268.png,put the food on a plate .
2269.png,Put the food on the plate. .
2270.png,put the food on a plate .
2271.png,Put the food on the plate. .
2272.png,put the food on a plate .
2280.png,Get something from the fridge. .
2281.png,Get something out of the fridge. .
2282.png,Get something from the fridge. .
2283.png,Get something out of the fridge. .
2284.png,Get something from the fridge. .
2285.png,Stir the food in the pan with a spoon .
2286.png,Stir the pan with a spoon .
2287.png,Stir the pot with a spoon .
2288.png,Stir the food in the pan with a spoon .
2289.png,Stir the pan with a spoon .
2290.png,Stir the pot with a spoon .
2291.png,Stir the food in the pan with a spoon .
2294.png,Take the lid to the sink and clean it. .
2295.png,Take the lid to the sink and clean it. .
2296.png,Take the lid to the sink and clean it. .
2297.png,Take the lid to the sink and clean it. .
2298.png,Take the lid to the sink and clean it. .
2324.png,Tear open the bag of food .
2325.png,Rip open the bag of food .
2326.png,Tear open the bag of food .
2327.png,Rip open the bag of food .
2328.png,Tear open the bag of food .
2329.png,Rip open the bag of food .
2330.png,Tear open the bag of food .
2331.png,Rip open the bag of food .
2334.png,Get something from the fridge. .
2335.png,Get something from the fridge. .
2339.png,Use a spoon to stir the food in the pan .
2340.png,Use a spoon to stir the food in the pan .
2341.png,Use a spoon to stir the food in the pan .
2342.png,Use a spoon to stir the food in the pan .
2343.png,Use a spoon to stir the food in the pan .
2344.png,Use a spoon to stir the food in the pan .
2345.png,Use a spoon to stir the food in the pan .
2346.png,Use a spoon to stir the food in the pan .
2347.png,Use a spoon to stir the food in the pan .
2348.png,Use a spoon to stir the food in the pan .
2349.png,Use a spoon to stir the food in the pan .
2350.png,Use a spoon to stir the food in the pan .
2351.png,Use a spoon to stir the food in the pan .
2352.png,Use a spoon to stir the food in the pan .
2353.png,Use a spoon to stir the food in the pan .
2354.png,Use a spoon to stir the food in the pan .
2355.png,Use a spoon to stir the food in the pan .
2356.png,Take the kitchenware out of the cupboard. .
2357.png,Take the kitchenware out of the cupboard. .
2358.png,Take the kitchenware out of the cupboard. .
2359.png,Take the kitchenware out of the cupboard. .
2360.png,Take the kitchenware out of the cupboard. .
2361.png,Take the kitchenware out of the cupboard. .
2362.png,Take the kitchenware out of the cupboard. .
2527.png,Clean the cooker with a rag .
2528.png,Clean the hob with a rag .
2529.png,Cleaning the cooker with a rag .
2530.png,Clean the cooker with a rag .
2531.png,Clean the hob with a rag .
2532.png,Cleaning the cooker with a rag .
2533.png,Clean the cooker with a rag .
2534.png,Clean the hob with a rag .
2535.png,Cleaning the cooker with a rag .
2536.png,Clean the cooker with a rag .
2537.png,Clean the hob with a rag .
2538.png,Cleaning the cooker with a rag .
2539.png,Clean the cooker with a rag .
2540.png,Clean the hob with a rag .
2541.png,Cleaning the cooker with a rag .
2542.png,Clean the cooker with a rag .
2543.png,Clean the hob with a rag .
2544.png,Cleaning the cooker with a rag .
2545.png,Clean the cooker with a rag .
2546.png,Clean the hob with a rag .
2547.png,Cleaning the cooker with a rag .
2590.png,Strain your food through a colander. .
2591.png,Strain the food through a colander. .
2592.png,Strain food through a colander. .
2593.png,Strain your food through a colander. .
2594.png,Strain the food through a colander. .
2595.png,Strain food through a colander. .
2596.png,Strain your food through a colander. .
2597.png,Strain the food through a colander. .
2598.png,Strain food through a colander. .
2599.png,Strain your food through a colander. .
2600.png,Strain the food through a colander. .
2601.png,Strain food through a colander. .
2602.png,Strain your food through a colander. .
2603.png,Strain the food through a colander. .
2604.png,Strain food through a colander. .
2605.png,Strain your food through a colander. .
2606.png,Strain the food through a colander. .
2609.png,Pour the food into the box. .
2610.png,Pour the food into the box. .
2611.png,Pour the food into the box. .
2612.png,Pour the food into the box. .
2613.png,Pour the food into the box. .
2614.png,Pour the food into the box. .
2615.png,Pour the food into the box. .
2616.png,Pour the food into the box. .
2620.png,Pouring food into plastic crisper containers .
2621.png,Pour the food into a plastic crisper. .
2622.png,Pouring food into plastic crisper boxes .
2623.png,Pouring food into a plastic crisper box .
2624.png,Pouring food into plastic crisper containers .
2625.png,Pour the food into a plastic crisper. .
2626.png,Pouring food into plastic crisper boxes .
2627.png,Pouring food into a plastic crisper box .
2628.png,Pouring food into plastic crisper containers .
2629.png,Pour the food into a plastic crisper. .
2630.png,Pouring food into plastic crisper boxes .
2631.png,Pouring food into a plastic crisper box .
2632.png,Pouring food into plastic crisper containers .
2633.png,Pour the food into a plastic crisper. .
2634.png,Pouring food into plastic crisper boxes .
2635.png,Pouring food into a plastic crisper box .
2636.png,Pouring food into plastic crisper containers .
2637.png,Pour the food into a plastic crisper. .
2638.png,Pouring food into plastic crisper boxes .
2639.png,Pouring food into a plastic crisper box .
2640.png,Pouring food into plastic crisper containers .
2641.png,Pour the food into a plastic crisper. .
2642.png,Pouring food into plastic crisper boxes .
2643.png,Pouring food into a plastic crisper box .
2644.png,Pouring food into plastic crisper containers .
2645.png,Pour the food into a plastic crisper. .
2646.png,Pouring food into plastic crisper boxes .
2647.png,Pouring food into a plastic crisper box .
2648.png,Pouring food into plastic crisper containers .
2652.png,Stir the food in the box with a spoon .
2653.png,Stir the box with a spoon .
2654.png,Stir the food in the box with a spoon .
2655.png,Stir the box with a spoon .
2656.png,Stir the food in the box with a spoon .
2657.png,Stir the box with a spoon .
2658.png,Stir the food in the box with a spoon .
2659.png,Stir the box with a spoon .
2660.png,Stir the food in the box with a spoon .
2661.png,Stir the box with a spoon .
2662.png,Stir the food in the box with a spoon .
2663.png,Stir the box with a spoon .
2664.png,Stir the food in the box with a spoon .
2665.png,Stir the box with a spoon .
2666.png,Stir the food in the box with a spoon .
2667.png,Stir the box with a spoon .
2668.png,Stir the food in the box with a spoon .
2669.png,Stir the box with a spoon .
2670.png,Stir the food in the box with a spoon .
2671.png,Stir the box with a spoon .
2672.png,Stir the food in the box with a spoon .
2673.png,Stir the box with a spoon .
2674.png,Stir the food in the box with a spoon .
2675.png,Stir the box with a spoon .
2676.png,Stir the food in the box with a spoon .
2677.png,Stir the box with a spoon .
2678.png,Stir the food in the box with a spoon .
2679.png,Stir the box with a spoon .
2680.png,Stir the food in the box with a spoon .
2681.png,Stir the box with a spoon .
2682.png,Stir the food in the box with a spoon .
2683.png,Stir the box with a spoon .
2684.png,Stir the food in the box with a spoon .
2685.png,Stir the box with a spoon .
2686.png,Stir the food in the box with a spoon .
2687.png,Stir the box with a spoon .
2688.png,Stir the food in the box with a spoon .
2689.png,Stir the box with a spoon .
2690.png,Pour the food into the box. .
2691.png,Put the food in the crisper. .
2692.png,Putting food in the crisper. .
2693.png,Pour the food into the box. .
2694.png,Put the food in the crisper. .
2695.png,Putting food in the crisper. .
2696.png,Pour the food into the box. .
2697.png,Put the food in the crisper. .
2698.png,Putting food in the crisper. .
2699.png,Pour the food into the box. .
2700.png,Put the food in the crisper. .
2701.png,Putting food in the crisper. .
2702.png,Pour the food into the box. .
2703.png,Put the food in the crisper. .
2704.png,Putting food in the crisper. .
2705.png,Pour the food into the box. .
2706.png,Put the food in the crisper. .
2707.png,Putting food in the crisper. .
2708.png,Pour the food into the box. .
2709.png,Put the food in the crisper. .
2710.png,Putting food in the crisper. .
2711.png,Pour the food into the box. .
2715.png,Washing kitchenware at the sink .
2716.png,Washing kitchenware in the sink .
2717.png,Washing kitchenware at the sink .
2718.png,Washing kitchenware in the sink .
2719.png,Washing kitchenware at the sink .
2720.png,Washing kitchenware in the sink .
2721.png,Washing kitchenware at the sink .
2722.png,Washing kitchenware in the sink .
2723.png,Washing kitchenware at the sink .
2724.png,Washing kitchenware in the sink .
2725.png,Washing kitchenware at the sink .
2726.png,Washing kitchenware in the sink .
2727.png,Washing kitchenware at the sink .
2728.png,Washing kitchenware in the sink .
2729.png,Washing kitchenware at the sink .
2730.png,Washing kitchenware in the sink .
2731.png,Washing kitchenware at the sink .
2732.png,Washing kitchenware in the sink .
2733.png,Washing kitchenware at the sink .
2734.png,Washing kitchenware in the sink .
2735.png,Washing kitchenware at the sink .
2736.png,Washing kitchenware in the sink .
2737.png,Washing kitchenware at the sink .
2738.png,Washing kitchenware in the sink .
2739.png,Washing kitchenware at the sink .
2740.png,Washing kitchenware in the sink .
2741.png,Washing kitchenware at the sink .
2742.png,Washing kitchenware in the sink .
2743.png,Washing kitchenware at the sink .
2744.png,Washing kitchenware in the sink .
2745.png,Washing kitchenware at the sink .
2746.png,Washing kitchenware in the sink .
2747.png,Washing kitchenware at the sink .
2748.png,Washing kitchenware in the sink .
2749.png,Washing kitchenware at the sink .
2750.png,Washing kitchenware in the sink .
2751.png,Washing kitchenware at the sink .
2752.png,Washing kitchenware in the sink .
2753.png,Washing kitchenware at the sink .
2754.png,Washing kitchenware in the sink .
2755.png,Washing kitchenware at the sink .
2756.png,Washing kitchenware in the sink .
2757.png,Washing kitchenware at the sink .
2758.png,Washing kitchenware in the sink .
2759.png,Washing kitchenware at the sink .
2760.png,Washing kitchenware in the sink .
2775.png,Washing kitchenware at the sink .
2776.png,Washing kitchenware in the sink .
2777.png,Washing kitchenware at the sink .
2778.png,Washing kitchenware in the sink .
2797.png,Washing kitchenware at the sink .
2798.png,Washing kitchenware in the sink .
2799.png,Washing kitchenware at the sink .
2800.png,Washing kitchenware in the sink .
2801.png,Washing kitchenware at the sink .
2802.png,Washing kitchenware in the sink .
2803.png,Washing kitchenware at the sink .
2804.png,Washing kitchenware in the sink .
2809.png,Washing kitchenware in the sink .
2810.png,Washing kitchenware at the sink .
2811.png,Washing kitchenware in the sink .
2812.png,Washing kitchenware at the sink .
2819.png,Washing kitchenware in the sink .
2820.png,Washing kitchenware at the sink .
2821.png,Washing kitchenware in the sink .
2822.png,Washing kitchenware at the sink .
2830.png,Putting a lid on your food. .
2831.png,Put a lid on your food. .
2832.png,Putting a lid on your food. .
2833.png,Put a lid on your food. .
2834.png,Putting a lid on your food. .
2880.png,Cleaning rags in the sink .
2881.png,Cleaning rags in the pool .
2882.png,Cleaning rags in the sink .
2883.png,Cleaning rags in the pool .
2884.png,Cleaning rags in the sink .
2885.png,Cleaning rags in the pool .
2886.png,Cleaning rags in the sink .
2887.png,Cleaning rags in the pool .
2888.png,Cleaning rags in the sink .
2889.png,Cleaning rags in the pool .
2890.png,Cleaning rags in the sink .
2891.png,Cleaning rags in the pool .
2892.png,Cleaning rags in the sink .
2893.png,Cleaning rags in the pool .
2920.png,Dust the table with flour. .
2921.png,Flour the table. .
2922.png,Sprinkle the table with flour. .
2923.png,Sprinkle the table with flour. .
2924.png,Sprinkle flour on the table. .
2925.png,Dust the table with flour. .
2926.png,Flour the table. .
2927.png,Sprinkle the table with flour. .
2928.png,Sprinkle the table with flour. .
2929.png,Sprinkle flour on the table. .
2930.png,Dust the table with flour. .
2931.png,Flour the table. .
2932.png,Sprinkle the table with flour. .
2933.png,Take the dough out of the pan and roll it out on the table. .
2934.png,Take the dough out of the pan and roll it out on a table. .
2935.png,Roll out the dough with a rolling pin .
2936.png,Take the dough out of the pan and roll it out on the table. .
2937.png,Take the dough out of the pan and roll it out on a table. .
2938.png,Roll out the dough with a rolling pin .
2939.png,Take the dough out of the pan and roll it out on the table. .
2940.png,Take the dough out of the pan and roll it out on a table. .
2941.png,Roll out the dough with a rolling pin .
2942.png,Take the dough out of the pan and roll it out on the table. .
2943.png,Take the dough out of the pan and roll it out on a table. .
2944.png,Roll out the dough with a rolling pin .
2945.png,Take the dough out of the pan and roll it out on the table. .
2946.png,Take the dough out of the pan and roll it out on a table. .
2947.png,Roll out the dough with a rolling pin .
2948.png,Take the dough out of the pan and roll it out on the table. .
2949.png,Take the dough out of the pan and roll it out on a table. .
2950.png,Roll out the dough with a rolling pin .
2951.png,Take the dough out of the pan and roll it out on the table. .
2952.png,Take the dough out of the pan and roll it out on a table. .
2953.png,Roll out the dough with a rolling pin .
2954.png,Take the dough out of the pan and roll it out on the table. .
2955.png,Take the dough out of the pan and roll it out on a table. .
2956.png,Roll out the dough with a rolling pin .
2957.png,Take the dough out of the pan and roll it out on the table. .
2958.png,Take the dough out of the pan and roll it out on a table. .
2959.png,Roll out the dough with a rolling pin .
2960.png,Take the dough out of the pan and roll it out on the table. .
2961.png,Take the dough out of the pan and roll it out on a table. .
2962.png,Roll out the dough with a rolling pin .
2963.png,Take the dough out of the pan and roll it out on the table. .
2964.png,Take the dough out of the pan and roll it out on a table. .
2965.png,Roll out the dough with a rolling pin .
2966.png,Take the dough out of the pan and roll it out on the table. .
2967.png,Take the dough out of the pan and roll it out on a table. .
2968.png,Roll out the dough with a rolling pin .
2969.png,Take the dough out of the pan and roll it out on the table. .
2970.png,Take the dough out of the pan and roll it out on a table. .
2971.png,Roll out the dough with a rolling pin .
2972.png,Take the dough out of the pan and roll it out on the table. .
2973.png,Take the dough out of the pan and roll it out on a table. .
2974.png,Roll out the dough with a rolling pin .
2975.png,Take the dough out of the pan and roll it out on the table. .
2976.png,Take the dough out of the pan and roll it out on a table. .
2977.png,Roll out the dough with a rolling pin .
2978.png,Take the dough out of the pan and roll it out on the table. .
2979.png,Take the dough out of the pan and roll it out on a table. .
2980.png,Roll out the dough with a rolling pin .
2981.png,Take the dough out of the pan and roll it out on the table. .
